Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","26"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","174.89"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","2.46"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","4.43"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.08"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.07"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","66"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","114"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","375"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","14"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","11.36"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","25.58"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","35.46"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","18.17"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","4.5"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.22"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","3.42"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.09"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","21"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","15"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","43"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","153"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","14.53"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","132.36"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","45.91"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","97.67"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","8.31"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","7.3"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","7.66"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.11"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","386"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","63"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","16"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","68"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","78"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","306.72"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","39.14"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","30.76"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","3.41"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","2.72"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.13"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.84"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","113"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","80"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","697"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","455"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","90"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","47.53"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","17.68"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","94.18"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","6.11"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","3.71"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.83"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","9.75"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.09"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1232"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","285"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1698"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","2303"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","77"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","88"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","223.26"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","543.37"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","443.73"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","1.53"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","213.88"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","12.88"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","43.13"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.31"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","27"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","14"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","18"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","30.63"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","2.73"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","60.9"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.18"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.08"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","2.91"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","1.82"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.22"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.73"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.05"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.73"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","74.2"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","10.11"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.17"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.58"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.02"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","30.14"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.47"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.11"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","18"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.09"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","6.83"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","1.22"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.48"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.04"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","1.54"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.7"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","1.53"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","6.91"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.4"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.01"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","81"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","60"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","96"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","36"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","30.09"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","76.39"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","162.31"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","18.02"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","5.92"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","2.06"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","8.65"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.03"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","60"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","323"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","90"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","33"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","16.93"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","11.72"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","33.16"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","0.2"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.18"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","1.7"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.29"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","0.05"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","2.35"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","9.72"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Poissons Marins, Autres","2017","Milliers de tonnes","2.56"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Crustacés","2017","Milliers de tonnes","0.59"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Cephalopodes","2017","Milliers de tonnes","0.25"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Mollusques, Autres","2017","Milliers de tonnes","0.02"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Animaux Aquatiques Autre","2017","Milliers de tonnes","0.44"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande de Bovins","2017","Milliers de tonnes","10"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande d'Ovins/Caprins","2017","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande de porcins","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande de Volailles","2017","Milliers de tonnes","29"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande, Autre","2017","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Abats Comestible","2017","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Poissons Eau Douce","2017","Milliers de tonnes","8.88"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Perciform","2017","Milliers de tonnes","51.46"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Poissons Pelagiques","2017","Milliers de tonnes","119.4"
